id,stop_id,route_id,trip_id,headsign,scheduled_arrival,predicted_arrival,delay_seconds,recorded_at
3650762,1_72983,1_102552,1_816295970,South Bellevue Station Eastgate,1778084880000,1778085083000,203,2026-05-06T16:08:02.064117
3650763,1_72983,1_100162,1_569495660,Eastgate,1778084760000,1778085353000,593,2026-05-06T16:08:02.064117
3650764,1_72983,1_100162,1_671213680,Eastgate,1778085480000,1778085651000,171,2026-05-06T16:08:02.064117
3650765,1_72983,1_102752,1_833610660,Eastgate P&R,1778085840000,1778085929000,89,2026-05-06T16:08:02.064117
3650766,1_72983,1_102552,1_816295980,South Bellevue Station Eastgate,1778086080000,1778086080000,0,2026-05-06T16:08:02.064117
3650767,1_72983,1_100136,1_761787270,Eastgate P&R,1778085840000,1778086104000,264,2026-05-06T16:08:02.064117
3650768,1_72983,1_100136,1_761789580,Eastgate P&R,1778086680000,1778086680000,0,2026-05-06T16:08:02.064117
3650769,1_72983,1_100136,1_761789580,Eastgate P&R,1778086680000,1778086680000,0,2026-05-06T16:08:02.064117
3650770,1_72983,1_102752,1_833610670,Eastgate P&R,1778086980000,1778086980000,0,2026-05-06T16:08:02.064117
3650771,1_72983,1_100162,1_569495530,Eastgate P&R,1778087160000,1778087160000,0,2026-05-06T16:08:02.064117
3650772,1_67652,40_100239,40_597756310,Seattle,1778083680000,1778083649000,-31,2026-05-06T16:09:02.161821
3650773,1_67652,40_100239,40_597750730,Seattle,1778084280000,1778084280000,0,2026-05-06T16:09:02.161821
3650774,1_67652,40_100239,40_597754900,Seattle,1778085180000,1778085180000,0,2026-05-06T16:09:02.161821
3650775,1_67652,40_100239,40_597756250,Seattle,1778086080000,1778086080000,0,2026-05-06T16:09:02.161821
3650776,1_67652,40_100239,40_597752630,Seattle,1778086980000,1778086980000,0,2026-05-06T16:09:02.161821
3650777,1_68007,40_100239,40_597754890,Bellevue,1778083800000,1778083683000,-117,2026-05-06T16:09:02.240787
3650778,1_68007,1_102756,1_80904668,Spring District Station,1778081280000,1778083848000,2568,2026-05-06T16:09:02.240787
3650779,1_68007,1_102756,1_80904665,Spring District Station,1778083080000,1778084463000,1383,2026-05-06T16:09:02.240787
3650780,1_68007,40_100239,40_597756260,Bellevue,1778084700000,1778084710000,10,2026-05-06T16:09:02.240787
3650781,1_68007,1_102756,1_80904663,Spring District Station,1778085000000,1778085402000,402,2026-05-06T16:09:02.240787
3650782,1_68007,40_100239,40_597752610,Bellevue,1778085600000,1778085600000,0,2026-05-06T16:09:02.240787
3650783,1_68007,40_100239,40_597752120,Bellevue,1778086500000,1778086500000,0,2026-05-06T16:09:02.240787
3650784,1_68007,1_102756,1_80904661,Spring District Station,1778086800000,1778087822000,1022,2026-05-06T16:09:02.240787
3650785,1_72984,1_100162,1_720966600,University District Bellevue,1778083080000,1778083466000,386,2026-05-06T16:09:02.439381
3650786,1_72984,1_100136,1_761787360,Kirkland Transit Center Crossroads,1778083500000,1778083605000,105,2026-05-06T16:09:02.439381
3650787,1_72984,1_102552,1_833608290,Bellevue Transit Center Bellevue Redmond Road,1778084280000,1778084331000,51,2026-05-06T16:09:02.439381
3650788,1_72984,1_100136,1_761787940,Kirkland Transit Center Crossroads,1778084400000,1778084400000,0,2026-05-06T16:09:02.439381
3650789,1_72984,1_100162,1_720966410,University District Bellevue,1778084100000,1778084658000,558,2026-05-06T16:09:02.439381
3650790,1_72984,1_100162,1_721030400,University District Bellevue,1778085240000,1778085240000,0,2026-05-06T16:09:02.439381
3650791,1_72984,1_100162,1_721030400,University District Bellevue,1778085240000,1778085283000,43,2026-05-06T16:09:02.439381
3650792,1_72984,1_100136,1_761787590,Kirkland Transit Center Crossroads,1778085300000,1778085300000,0,2026-05-06T16:09:02.439381
3650793,1_72984,1_102752,1_816297530,Downtown Redmond Station Overlake Village Station,1778085780000,1778085596000,-184,2026-05-06T16:09:02.439381
3650794,1_72984,1_102752,1_816297530,Downtown Redmond Station Overlake Village Station,1778085780000,1778085630000,-150,2026-05-06T16:09:02.439381
3650795,1_72984,1_102552,1_833608300,Bellevue Transit Center Bellevue Redmond Road,1778086140000,1778086140000,0,2026-05-06T16:09:02.439381
3650796,1_72984,1_102552,1_833608300,Bellevue Transit Center Bellevue Redmond Road,1778086140000,1778086140000,0,2026-05-06T16:09:02.439381
3650797,1_72984,1_100136,1_705514270,Kirkland Transit Center Crossroads,1778086200000,1778086200000,0,2026-05-06T16:09:02.439381
3650798,1_72984,1_100162,1_720967830,University District Bellevue,1778086440000,1778086440000,0,2026-05-06T16:09:02.439381
3650799,1_72984,1_100162,1_720967830,University District Bellevue,1778086440000,1778086440000,0,2026-05-06T16:09:02.439381
3650800,1_72984,1_102752,1_816297540,Downtown Redmond Station Overlake Village Station,1778086980000,1778086980000,0,2026-05-06T16:09:02.439381
3650801,1_72984,1_100136,1_761786950,Kirkland Transit Center Crossroads,1778087100000,1778087100000,0,2026-05-06T16:09:02.439381
3650802,1_72983,1_102552,1_816295960,South Bellevue Station Eastgate,1778083680000,1778083540000,-140,2026-05-06T16:09:02.569126
3650803,1_72983,1_100162,1_585519140,Issaquah Transit Center,1778083920000,1778083979000,59,2026-05-06T16:09:02.569126
3650804,1_72983,1_100136,1_761786920,Eastgate P&R,1778084040000,1778084243000,203,2026-05-06T16:09:02.569126
3650805,1_72983,1_102752,1_833610650,Eastgate P&R,1778084640000,1778084640000,0,2026-05-06T16:09:02.569126
3650806,1_72983,1_102552,1_816295970,South Bellevue Station Eastgate,1778084880000,1778084987000,107,2026-05-06T16:09:02.569126
3650807,1_72983,1_100136,1_761787750,Eastgate P&R,1778084940000,1778085010000,70,2026-05-06T16:09:02.569126
3650808,1_72983,1_100162,1_569495660,Eastgate,1778084760000,1778085189000,429,2026-05-06T16:09:02.569126
3650809,1_72983,1_100162,1_671213680,Eastgate,1778085480000,1778085713000,233,2026-05-06T16:09:02.569126
3650810,1_72983,1_102752,1_833610660,Eastgate P&R,1778085840000,1778085956000,116,2026-05-06T16:09:02.569126
3650811,1_72983,1_102552,1_816295980,South Bellevue Station Eastgate,1778086080000,1778086080000,0,2026-05-06T16:09:02.569126
3650812,1_72983,1_100136,1_761787270,Eastgate P&R,1778085840000,1778086115000,275,2026-05-06T16:09:02.569126
3650813,1_72983,1_100136,1_761789580,Eastgate P&R,1778086680000,1778086680000,0,2026-05-06T16:09:02.569126
3650814,1_72983,1_100136,1_761789580,Eastgate P&R,1778086680000,1778086680000,0,2026-05-06T16:09:02.569126
3650815,1_72983,1_102752,1_833610670,Eastgate P&R,1778086980000,1778086980000,0,2026-05-06T16:09:02.569126
3650816,1_72983,1_100162,1_569495530,Eastgate P&R,1778087160000,1778087160000,0,2026-05-06T16:09:02.569126
3650817,1_67652,40_100239,40_597756310,Seattle,1778083680000,1778083642000,-38,2026-05-06T16:10:02.660950
3650818,1_67652,40_100239,40_597750730,Seattle,1778084280000,1778084280000,0,2026-05-06T16:10:02.660950
3650819,1_67652,40_100239,40_597754900,Seattle,1778085180000,1778085180000,0,2026-05-06T16:10:02.660950
3650820,1_67652,40_100239,40_597756250,Seattle,1778086080000,1778086080000,0,2026-05-06T16:10:02.660950
3650821,1_67652,40_100239,40_597752630,Seattle,1778086980000,1778086980000,0,2026-05-06T16:10:02.660950
3650822,1_68007,40_100239,40_597754890,Bellevue,1778083800000,1778083740000,-60,2026-05-06T16:10:02.742761
3650823,1_68007,1_102756,1_80904665,Spring District Station,1778083080000,1778083897000,817,2026-05-06T16:10:02.742761
3650824,1_68007,40_100239,40_597756260,Bellevue,1778084700000,1778084639000,-61,2026-05-06T16:10:02.742761
3650825,1_68007,1_102756,1_80904663,Spring District Station,1778085000000,1778085400000,400,2026-05-06T16:10:02.742761
3650826,1_68007,40_100239,40_597752610,Bellevue,1778085600000,1778085615000,15,2026-05-06T16:10:02.742761
3650827,1_68007,40_100239,40_597752120,Bellevue,1778086500000,1778086500000,0,2026-05-06T16:10:02.742761
3650828,1_68007,1_102756,1_80904661,Spring District Station,1778086800000,1778087129000,329,2026-05-06T16:10:02.742761
3650829,1_68007,40_100239,40_597756650,Bellevue,1778087400000,1778087400000,0,2026-05-06T16:10:02.742761
3650830,1_72984,1_100136,1_761787360,Kirkland Transit Center Crossroads,1778083500000,1778083620000,120,2026-05-06T16:10:02.858257
3650831,1_72984,1_102552,1_833608290,Bellevue Transit Center Bellevue Redmond Road,1778084280000,1778084292000,12,2026-05-06T16:10:02.858257
3650832,1_72984,1_100136,1_761787940,Kirkland Transit Center Crossroads,1778084400000,1778084400000,0,2026-05-06T16:10:02.858257
3650833,1_72984,1_100162,1_720966410,University District Bellevue,1778084100000,1778084801000,701,2026-05-06T16:10:02.858257
3650834,1_72984,1_100162,1_721030400,University District Bellevue,1778085240000,1778085240000,0,2026-05-06T16:10:02.858257
3650835,1_72984,1_100136,1_761787590,Kirkland Transit Center Crossroads,1778085300000,1778085300000,0,2026-05-06T16:10:02.858257
3650836,1_72984,1_102752,1_816297530,Downtown Redmond Station Overlake Village Station,1778085780000,1778085596000,-184,2026-05-06T16:10:02.858257
3650837,1_72984,1_102752,1_816297530,Downtown Redmond Station Overlake Village Station,1778085780000,1778085630000,-150,2026-05-06T16:10:02.858257
3650838,1_72984,1_102552,1_833608300,Bellevue Transit Center Bellevue Redmond Road,1778086140000,1778086140000,0,2026-05-06T16:10:02.858257
3650839,1_72984,1_102552,1_833608300,Bellevue Transit Center Bellevue Redmond Road,1778086140000,1778086140000,0,2026-05-06T16:10:02.858257
3650840,1_72984,1_100136,1_705514270,Kirkland Transit Center Crossroads,1778086200000,1778086200000,0,2026-05-06T16:10:02.858257
3650841,1_72984,1_100162,1_720967830,University District Bellevue,1778086440000,1778086440000,0,2026-05-06T16:10:02.858257
3650842,1_72984,1_100162,1_720967830,University District Bellevue,1778086440000,1778086440000,0,2026-05-06T16:10:02.858257
3650843,1_72984,1_102752,1_816297540,Downtown Redmond Station Overlake Village Station,1778086980000,1778086945000,-35,2026-05-06T16:10:02.858257
3650844,1_72984,1_100136,1_761786950,Kirkland Transit Center Crossroads,1778087100000,1778087100000,0,2026-05-06T16:10:02.858257
3650845,1_72983,1_102552,1_816295960,South Bellevue Station Eastgate,1778083680000,1778083540000,-140,2026-05-06T16:10:03.016328
3650846,1_72983,1_100162,1_585519140,Issaquah Transit Center,1778083920000,1778083979000,59,2026-05-06T16:10:03.016328
3650847,1_72983,1_100136,1_761786920,Eastgate P&R,1778084040000,1778084273000,233,2026-05-06T16:10:03.016328
3650848,1_72983,1_102752,1_833610650,Eastgate P&R,1778084640000,1778084640000,0,2026-05-06T16:10:03.016328
3650849,1_72983,1_102552,1_816295970,South Bellevue Station Eastgate,1778084880000,1778084967000,87,2026-05-06T16:10:03.016328
3650850,1_72983,1_100136,1_761787750,Eastgate P&R,1778084940000,1778085038000,98,2026-05-06T16:10:03.016328
3650851,1_72983,1_100162,1_569495660,Eastgate,1778084760000,1778085145000,385,2026-05-06T16:10:03.016328
3650852,1_72983,1_100162,1_671213680,Eastgate,1778085480000,1778085713000,233,2026-05-06T16:10:03.016328
3650853,1_72983,1_102752,1_833610660,Eastgate P&R,1778085840000,1778085944000,104,2026-05-06T16:10:03.016328
3650854,1_72983,1_102552,1_816295980,South Bellevue Station Eastgate,1778086080000,1778086080000,0,2026-05-06T16:10:03.016328
3650855,1_72983,1_100136,1_761787270,Eastgate P&R,1778085840000,1778086127000,287,2026-05-06T16:10:03.016328
3650856,1_72983,1_100136,1_761789580,Eastgate P&R,1778086680000,1778086680000,0,2026-05-06T16:10:03.016328
3650857,1_72983,1_100136,1_761789580,Eastgate P&R,1778086680000,1778086680000,0,2026-05-06T16:10:03.016328
3650858,1_72983,1_102752,1_833610670,Eastgate P&R,1778086980000,1778086980000,0,2026-05-06T16:10:03.016328
3650859,1_72983,1_100162,1_569495530,Eastgate P&R,1778087160000,1778087160000,0,2026-05-06T16:10:03.016328
3650860,1_67652,40_100239,40_597756310,Seattle,1778083680000,1778083710000,30,2026-05-06T16:11:03.101653
3650861,1_67652,40_100239,40_597750730,Seattle,1778084280000,1778084280000,0,2026-05-06T16:11:03.101653
3650862,1_67652,40_100239,40_597754900,Seattle,1778085180000,1778085180000,0,2026-05-06T16:11:03.101653
3650863,1_67652,40_100239,40_597756250,Seattle,1778086080000,1778086080000,0,2026-05-06T16:11:03.101653
3650864,1_67652,40_100239,40_597752630,Seattle,1778086980000,1778086980000,0,2026-05-06T16:11:03.101653
3650865,1_68007,40_100239,40_597754890,Bellevue,1778083800000,1778083735000,-65,2026-05-06T16:11:03.188241
3650866,1_68007,1_102756,1_80904665,Spring District Station,1778083080000,1778083897000,817,2026-05-06T16:11:03.188241
3650867,1_68007,40_100239,40_597756260,Bellevue,1778084700000,1778084653000,-47,2026-05-06T16:11:03.188241
3650868,1_68007,1_102756,1_80904663,Spring District Station,1778085000000,1778085400000,400,2026-05-06T16:11:03.188241
3650869,1_68007,40_100239,40_597752610,Bellevue,1778085600000,1778085615000,15,2026-05-06T16:11:03.188241
3650870,1_68007,40_100239,40_597752120,Bellevue,1778086500000,1778086500000,0,2026-05-06T16:11:03.188241
3650871,1_68007,1_102756,1_80904661,Spring District Station,1778086800000,1778087129000,329,2026-05-06T16:11:03.188241
3650872,1_68007,40_100239,40_597756650,Bellevue,1778087400000,1778087400000,0,2026-05-06T16:11:03.188241
3650873,1_72984,1_100136,1_761787360,Kirkland Transit Center Crossroads,1778083500000,1778083589000,89,2026-05-06T16:11:03.281514
3650874,1_72984,1_102552,1_833608290,Bellevue Transit Center Bellevue Redmond Road,1778084280000,1778084337000,57,2026-05-06T16:11:03.281514
3650875,1_72984,1_100136,1_761787940,Kirkland Transit Center Crossroads,1778084400000,1778084400000,0,2026-05-06T16:11:03.281514
3650876,1_72984,1_100162,1_720966410,University District Bellevue,1778084100000,1778084794000,694,2026-05-06T16:11:03.281514
3650877,1_72984,1_100162,1_721030400,University District Bellevue,1778085240000,1778085240000,0,2026-05-06T16:11:03.281514
3650878,1_72984,1_100136,1_761787590,Kirkland Transit Center Crossroads,1778085300000,1778085300000,0,2026-05-06T16:11:03.281514
3650879,1_72984,1_102752,1_816297530,Downtown Redmond Station Overlake Village Station,1778085780000,1778085596000,-184,2026-05-06T16:11:03.281514
3650880,1_72984,1_102752,1_816297530,Downtown Redmond Station Overlake Village Station,1778085780000,1778085630000,-150,2026-05-06T16:11:03.281514
3650881,1_72984,1_102552,1_833608300,Bellevue Transit Center Bellevue Redmond Road,1778086140000,1778086140000,0,2026-05-06T16:11:03.281514
3650882,1_72984,1_100136,1_705514270,Kirkland Transit Center Crossroads,1778086200000,1778086200000,0,2026-05-06T16:11:03.281514
3650883,1_72984,1_100162,1_720967830,University District Bellevue,1778086440000,1778086440000,0,2026-05-06T16:11:03.281514
3650884,1_72984,1_100162,1_720967830,University District Bellevue,1778086440000,1778086440000,0,2026-05-06T16:11:03.281514
3650885,1_72984,1_102752,1_816297540,Downtown Redmond Station Overlake Village Station,1778086980000,1778086975000,-5,2026-05-06T16:11:03.281514
3650886,1_72984,1_100136,1_761786950,Kirkland Transit Center Crossroads,1778087100000,1778087100000,0,2026-05-06T16:11:03.281514
3650887,1_72983,1_102552,1_816295960,South Bellevue Station Eastgate,1778083680000,1778083552000,-128,2026-05-06T16:11:03.427906
3650888,1_72983,1_100162,1_585519140,Issaquah Transit Center,1778083920000,1778084006000,86,2026-05-06T16:11:03.427906
3650889,1_72983,1_100136,1_761786920,Eastgate P&R,1778084040000,1778084273000,233,2026-05-06T16:11:03.427906
3650890,1_72983,1_102752,1_833610650,Eastgate P&R,1778084640000,1778084640000,0,2026-05-06T16:11:03.427906
3650891,1_72983,1_102552,1_816295970,South Bellevue Station Eastgate,1778084880000,1778084954000,74,2026-05-06T16:11:03.427906
3650892,1_72983,1_100136,1_761787750,Eastgate P&R,1778084940000,1778085068000,128,2026-05-06T16:11:03.427906
3650893,1_72983,1_100162,1_569495660,Eastgate,1778084760000,1778085148000,388,2026-05-06T16:11:03.427906
3650894,1_72983,1_100162,1_671213680,Eastgate,1778085480000,1778085638000,158,2026-05-06T16:11:03.427906
3650895,1_72983,1_102752,1_833610660,Eastgate P&R,1778085840000,1778085944000,104,2026-05-06T16:11:03.427906
3650896,1_72983,1_102552,1_816295980,South Bellevue Station Eastgate,1778086080000,1778086091000,11,2026-05-06T16:11:03.427906
3650897,1_72983,1_100136,1_761787270,Eastgate P&R,1778085840000,1778086142000,302,2026-05-06T16:11:03.427906
3650898,1_72983,1_100136,1_761789580,Eastgate P&R,1778086680000,1778086680000,0,2026-05-06T16:11:03.427906
3650899,1_72983,1_102752,1_833610670,Eastgate P&R,1778086980000,1778086980000,0,2026-05-06T16:11:03.427906
3650900,1_72983,1_100162,1_569495530,Eastgate P&R,1778087160000,1778087160000,0,2026-05-06T16:11:03.427906
3650901,1_67652,40_100239,40_597756310,Seattle,1778083680000,1778083736000,56,2026-05-06T16:12:03.513658
3650902,1_67652,40_100239,40_597750730,Seattle,1778084280000,1778084280000,0,2026-05-06T16:12:03.513658
3650903,1_67652,40_100239,40_597754900,Seattle,1778085180000,1778085180000,0,2026-05-06T16:12:03.513658
3650904,1_67652,40_100239,40_597756250,Seattle,1778086080000,1778086080000,0,2026-05-06T16:12:03.513658
3650905,1_67652,40_100239,40_597752630,Seattle,1778086980000,1778086980000,0,2026-05-06T16:12:03.513658
3650906,1_72984,1_102552,1_833608290,Bellevue Transit Center Bellevue Redmond Road,1778084280000,1778084393000,113,2026-05-06T16:12:03.687025
3650907,1_72984,1_100136,1_761787940,Kirkland Transit Center Crossroads,1778084400000,1778084400000,0,2026-05-06T16:12:03.687025
3650908,1_72984,1_100162,1_720966410,University District Bellevue,1778084100000,1778084812000,712,2026-05-06T16:12:03.687025
3650909,1_72984,1_100162,1_721030400,University District Bellevue,1778085240000,1778085240000,0,2026-05-06T16:12:03.687025
3650910,1_72984,1_100136,1_761787590,Kirkland Transit Center Crossroads,1778085300000,1778085300000,0,2026-05-06T16:12:03.687025
3650911,1_72984,1_102752,1_816297530,Downtown Redmond Station Overlake Village Station,1778085780000,1778085596000,-184,2026-05-06T16:12:03.687025
3650912,1_72984,1_102552,1_833608300,Bellevue Transit Center Bellevue Redmond Road,1778086140000,1778086140000,0,2026-05-06T16:12:03.687025
3650913,1_72984,1_100136,1_705514270,Kirkland Transit Center Crossroads,1778086200000,1778086200000,0,2026-05-06T16:12:03.687025
3650914,1_72984,1_100162,1_720967830,University District Bellevue,1778086440000,1778086440000,0,2026-05-06T16:12:03.687025
3650915,1_72984,1_102752,1_816297540,Downtown Redmond Station Overlake Village Station,1778086980000,1778086980000,0,2026-05-06T16:12:03.687025
3650916,1_72984,1_100136,1_761786950,Kirkland Transit Center Crossroads,1778087100000,1778087100000,0,2026-05-06T16:12:03.687025
3650917,1_72984,1_100162,1_721047870,University District Bellevue,1778087520000,1778087520000,0,2026-05-06T16:12:03.687025
3650918,1_72983,1_102552,1_816295960,South Bellevue Station Eastgate,1778083680000,1778083472000,-208,2026-05-06T16:12:03.786761
3650919,1_72983,1_100162,1_585519140,Issaquah Transit Center,1778083920000,1778083951000,31,2026-05-06T16:12:03.786761
3650920,1_72983,1_100136,1_761786920,Eastgate P&R,1778084040000,1778084255000,215,2026-05-06T16:12:03.786761
3650921,1_72983,1_102752,1_833610650,Eastgate P&R,1778084640000,1778084707000,67,2026-05-06T16:12:03.786761
3650922,1_72983,1_102552,1_816295970,South Bellevue Station Eastgate,1778084880000,1778084942000,62,2026-05-06T16:12:03.786761
3650923,1_72983,1_100136,1_761787750,Eastgate P&R,1778084940000,1778085129000,189,2026-05-06T16:12:03.786761
3650924,1_72983,1_100162,1_569495660,Eastgate,1778084760000,1778085155000,395,2026-05-06T16:12:03.786761
3650925,1_72983,1_100162,1_671213680,Eastgate,1778085480000,1778085497000,17,2026-05-06T16:12:03.786761
